"","Year","Island","Site","Viable","Occupied","Egg","Hatch","LastCheck","sst.sep","sst.oct","sst.nov","sst.dec","sst.jan","sst.feb","sst.mar","sst.april","sst.may","sst.june","sst.july","sst.aug","sst.spring","sst.summer","sst.lag1","sst.lag2","mei.sep","mei.oct","mei.nov","mei.dec","mei.jan","mei.feb","mei.mar","mei.april","mei.may","mei.june","mei.july","mei.aug","mei.avg","st.onset","st.length","cu.sep","cu.oct","cu.nov","cu.dec","cu.jan","cu.feb","cu.mar","cu.april","cu.may","cu.june","cu.july","cu.aug","cu.spring","cu.summer","cua.sep","cua.oct","cua.nov","cua.dec","cua.jan","cua.feb","cua.mar","cua.april","cua.may","cua.june","cua.july","cua.aug","cua.spring","cua.summer","pdo.sep","pdo.oct","pdo.nov","pdo.dec","pdo.jan","pdo.feb","pdo.mar","pdo.april","pdo.may","pdo.june","pdo.july","pdo.aug","pdo.index"
"11",2010,"PI","s746",9,7,6,4,4,14.146719,10.125,9.24834728,7.72490644,7.13714647,8.09166622,8.68005562,8.74333286,10.6683331,10.4633331,12.8924999,11.8649998,9.363907193,11.7402776,11.17335543,7.65123971,0.57,1.05,0.96,0.94,1.28,1.32,0.49,-0.16,-1.31,-2.41,-2.39,-2.27,-0.160833333,161,159,0,-12,-109,-80,-258,-111,-43,1,12,17,59,17,13,93,-4,26,-21,20,-168,-63,-22,1,-5,-8,26,-6,-4,12,0.329,0.132,-0.718,-0.261,0.298,0.298,-0.001,-0.021,-0.17,-0.799,-1.586,-1.707,-0.0768
"12",2010,"PI","s747",10,8,7,7,6,14.146719,10.125,9.24834728,7.72490644,7.13714647,8.09166622,8.68005562,8.74333286,10.6683331,10.4633331,12.8924999,11.8649998,9.363907193,11.7402776,11.17335543,7.65123971,0.57,1.05,0.96,0.94,1.28,1.32,0.49,-0.16,-1.31,-2.41,-2.39,-2.27,-0.160833333,161,159,0,-12,-109,-80,-258,-111,-43,1,12,17,59,17,13,93,-4,26,-21,20,-168,-63,-22,1,-5,-8,26,-6,-4,12,0.329,0.132,-0.718,-0.261,0.298,0.298,-0.001,-0.021,-0.17,-0.799,-1.586,-1.707,-0.0768
"13",2010,"PI","s748",10,8,7,5,5,14.146719,10.125,9.24834728,7.72490644,7.13714647,8.09166622,8.68005562,8.74333286,10.6683331,10.4633331,12.8924999,11.8649998,9.363907193,11.7402776,11.17335543,7.65123971,0.57,1.05,0.96,0.94,1.28,1.32,0.49,-0.16,-1.31,-2.41,-2.39,-2.27,-0.160833333,161,159,0,-12,-109,-80,-258,-111,-43,1,12,17,59,17,13,93,-4,26,-21,20,-168,-63,-22,1,-5,-8,26,-6,-4,12,0.329,0.132,-0.718,-0.261,0.298,0.298,-0.001,-0.021,-0.17,-0.799,-1.586,-1.707,-0.0768
"14",2010,"PI","s749",10,8,8,8,7,14.146719,10.125,9.24834728,7.72490644,7.13714647,8.09166622,8.68005562,8.74333286,10.6683331,10.4633331,12.8924999,11.8649998,9.363907193,11.7402776,11.17335543,7.65123971,0.57,1.05,0.96,0.94,1.28,1.32,0.49,-0.16,-1.31,-2.41,-2.39,-2.27,-0.160833333,161,159,0,-12,-109,-80,-258,-111,-43,1,12,17,59,17,13,93,-4,26,-21,20,-168,-63,-22,1,-5,-8,26,-6,-4,12,0.329,0.132,-0.718,-0.261,0.298,0.298,-0.001,-0.021,-0.17,-0.799,-1.586,-1.707,-0.0768
"15",2010,"PI","s750",10,10,9,9,9,14.146719,10.125,9.24834728,7.72490644,7.13714647,8.09166622,8.68005562,8.74333286,10.6683331,10.4633331,12.8924999,11.8649998,9.363907193,11.7402776,11.17335543,7.65123971,0.57,1.05,0.96,0.94,1.28,1.32,0.49,-0.16,-1.31,-2.41,-2.39,-2.27,-0.160833333,161,159,0,-12,-109,-80,-258,-111,-43,1,12,17,59,17,13,93,-4,26,-21,20,-168,-63,-22,1,-5,-8,26,-6,-4,12,0.329,0.132,-0.718,-0.261,0.298,0.298,-0.001,-0.021,-0.17,-0.799,-1.586,-1.707,-0.0768
"16",2011,"DI","Boathouse",9,8,7,4,4,14.7797356,13.8883553,10.7482948,9.16149712,8.02992153,7.96280336,7.83001709,9.54272079,11.4467211,14.3300648,15.0481415,13.5961084,9.606486327,14.32477157,13.13879523,8.38474067,-2.17,-2.02,-1.9,-1.82,-1.62,-1.79,-1.72,-1.27,-1.05,-0.83,-0.87,-1.15,-1.5175,82,190,-6,-41,-39,-159,-22,-11,-123,1,5,17,16,18,6,51,-10,-3,49,-59,68,36,-103,1,-12,-8,-18,-5,-11,-31,-1.527,-1.142,-1.303,-1.582,-1.435,-1.134,-1.036,-0.972,-0.941,-1.467,-2.173,-1.904,-1.298
"17",2011,"DI","Catwalk.Salmon",7,7,7,7,7,14.7797356,13.8883553,10.7482948,9.16149712,8.02992153,7.96280336,7.83001709,9.54272079,11.4467211,14.3300648,15.0481415,13.5961084,9.606486327,14.32477157,13.13879523,8.38474067,-2.17,-2.02,-1.9,-1.82,-1.62,-1.79,-1.72,-1.27,-1.05,-0.83,-0.87,-1.15,-1.5175,82,190,-6,-41,-39,-159,-22,-11,-123,1,5,17,16,18,6,51,-10,-3,49,-59,68,36,-103,1,-12,-8,-18,-5,-11,-31,-1.527,-1.142,-1.303,-1.582,-1.435,-1.134,-1.036,-0.972,-0.941,-1.467,-2.173,-1.904,-1.298
"18",2011,"DI","Catwalk.Willow",12,6,6,6,6,14.7797356,13.8883553,10.7482948,9.16149712,8.02992153,7.96280336,7.83001709,9.54272079,11.4467211,14.3300648,15.0481415,13.5961084,9.606486327,14.32477157,13.13879523,8.38474067,-2.17,-2.02,-1.9,-1.82,-1.62,-1.79,-1.72,-1.27,-1.05,-0.83,-0.87,-1.15,-1.5175,82,190,-6,-41,-39,-159,-22,-11,-123,1,5,17,16,18,6,51,-10,-3,49,-59,68,36,-103,1,-12,-8,-18,-5,-11,-31,-1.527,-1.142,-1.303,-1.582,-1.435,-1.134,-1.036,-0.972,-0.941,-1.467,-2.173,-1.904,-1.298
"19",2011,"DI","Salmon.Sequel",8,3,2,2,2,14.7797356,13.8883553,10.7482948,9.16149712,8.02992153,7.96280336,7.83001709,9.54272079,11.4467211,14.3300648,15.0481415,13.5961084,9.606486327,14.32477157,13.13879523,8.38474067,-2.17,-2.02,-1.9,-1.82,-1.62,-1.79,-1.72,-1.27,-1.05,-0.83,-0.87,-1.15,-1.5175,82,190,-6,-41,-39,-159,-22,-11,-123,1,5,17,16,18,6,51,-10,-3,49,-59,68,36,-103,1,-12,-8,-18,-5,-11,-31,-1.527,-1.142,-1.303,-1.582,-1.435,-1.134,-1.036,-0.972,-0.941,-1.467,-2.173,-1.904,-1.298
"20",2011,"DI","SW.Point",19,16,11,8,8,14.7797356,13.8883553,10.7482948,9.16149712,8.02992153,7.96280336,7.83001709,9.54272079,11.4467211,14.3300648,15.0481415,13.5961084,9.606486327,14.32477157,13.13879523,8.38474067,-2.17,-2.02,-1.9,-1.82,-1.62,-1.79,-1.72,-1.27,-1.05,-0.83,-0.87,-1.15,-1.5175,82,190,-6,-41,-39,-159,-22,-11,-123,1,5,17,16,18,6,51,-10,-3,49,-59,68,36,-103,1,-12,-8,-18,-5,-11,-31,-1.527,-1.142,-1.303,-1.582,-1.435,-1.134,-1.036,-0.972,-0.941,-1.467,-2.173,-1.904,-1.298
"21",2011,"DI","Willow.Gully",9,6,6,6,6,14.7797356,13.8883553,10.7482948,9.16149712,8.02992153,7.96280336,7.83001709,9.54272079,11.4467211,14.3300648,15.0481415,13.5961084,9.606486327,14.32477157,13.13879523,8.38474067,-2.17,-2.02,-1.9,-1.82,-1.62,-1.79,-1.72,-1.27,-1.05,-0.83,-0.87,-1.15,-1.5175,82,190,-6,-41,-39,-159,-22,-11,-123,1,5,17,16,18,6,51,-10,-3,49,-59,68,36,-103,1,-12,-8,-18,-5,-11,-31,-1.527,-1.142,-1.303,-1.582,-1.435,-1.134,-1.036,-0.972,-0.941,-1.467,-2.173,-1.904,-1.298
"22",2011,"PI","s741",9,7,5,4,4,12.1376257,10.6463051,8.96500015,7.98374939,7.67000532,7.30673218,7.27499962,9.12833309,9.84630871,10.291666,11.1449995,11.6792612,8.749880473,11.03864223,10.58297698,7.65349563,-2.17,-2.02,-1.9,-1.82,-1.62,-1.79,-1.72,-1.27,-1.05,-0.83,-0.87,-1.15,-1.5175,82,190,-6,-41,-39,-159,-22,-11,-123,1,5,17,16,18,6,51,-10,-3,49,-59,68,36,-103,1,-12,-8,-18,-5,-11,-31,-1.527,-1.142,-1.303,-1.582,-1.435,-1.134,-1.036,-0.972,-0.941,-1.467,-2.173,-1.904,-1.298
"23",2011,"PI","s742",8,8,6,6,6,12.1376257,10.6463051,8.96500015,7.98374939,7.67000532,7.30673218,7.27499962,9.12833309,9.84630871,10.291666,11.1449995,11.6792612,8.749880473,11.03864223,10.58297698,7.65349563,-2.17,-2.02,-1.9,-1.82,-1.62,-1.79,-1.72,-1.27,-1.05,-0.83,-0.87,-1.15,-1.5175,82,190,-6,-41,-39,-159,-22,-11,-123,1,5,17,16,18,6,51,-10,-3,49,-59,68,36,-103,1,-12,-8,-18,-5,-11,-31,-1.527,-1.142,-1.303,-1.582,-1.435,-1.134,-1.036,-0.972,-0.941,-1.467,-2.173,-1.904,-1.298
"24",2011,"PI","s743",10,8,8,6,6,12.1376257,10.6463051,8.96500015,7.98374939,7.67000532,7.30673218,7.27499962,9.12833309,9.84630871,10.291666,11.1449995,11.6792612,8.749880473,11.03864223,10.58297698,7.65349563,-2.17,-2.02,-1.9,-1.82,-1.62,-1.79,-1.72,-1.27,-1.05,-0.83,-0.87,-1.15,-1.5175,82,190,-6,-41,-39,-159,-22,-11,-123,1,5,17,16,18,6,51,-10,-3,49,-59,68,36,-103,1,-12,-8,-18,-5,-11,-31,-1.527,-1.142,-1.303,-1.582,-1.435,-1.134,-1.036,-0.972,-0.941,-1.467,-2.173,-1.904,-1.298
"25",2011,"PI","s744",9,8,8,6,5,12.1376257,10.6463051,8.96500015,7.98374939,7.67000532,7.30673218,7.27499962,9.12833309,9.84630871,10.291666,11.1449995,11.6792612,8.749880473,11.03864223,10.58297698,7.65349563,-2.17,-2.02,-1.9,-1.82,-1.62,-1.79,-1.72,-1.27,-1.05,-0.83,-0.87,-1.15,-1.5175,82,190,-6,-41,-39,-159,-22,-11,-123,1,5,17,16,18,6,51,-10,-3,49,-59,68,36,-103,1,-12,-8,-18,-5,-11,-31,-1.527,-1.142,-1.303,-1.582,-1.435,-1.134,-1.036,-0.972,-0.941,-1.467,-2.173,-1.904,-1.298
"26",2011,"PI","s746",8,6,4,4,4,12.1376257,10.6463051,8.96500015,7.98374939,7.67000532,7.30673218,7.27499962,9.12833309,9.84630871,10.291666,11.1449995,11.6792612,8.749880473,11.03864223,10.58297698,7.65349563,-2.17,-2.02,-1.9,-1.82,-1.62,-1.79,-1.72,-1.27,-1.05,-0.83,-0.87,-1.15,-1.5175,82,190,-6,-41,-39,-159,-22,-11,-123,1,5,17,16,18,6,51,-10,-3,49,-59,68,36,-103,1,-12,-8,-18,-5,-11,-31,-1.527,-1.142,-1.303,-1.582,-1.435,-1.134,-1.036,-0.972,-0.941,-1.467,-2.173,-1.904,-1.298
"27",2011,"PI","s747",5,3,3,3,3,12.1376257,10.6463051,8.96500015,7.98374939,7.67000532,7.30673218,7.27499962,9.12833309,9.84630871,10.291666,11.1449995,11.6792612,8.749880473,11.03864223,10.58297698,7.65349563,-2.17,-2.02,-1.9,-1.82,-1.62,-1.79,-1.72,-1.27,-1.05,-0.83,-0.87,-1.15,-1.5175,82,190,-6,-41,-39,-159,-22,-11,-123,1,5,17,16,18,6,51,-10,-3,49,-59,68,36,-103,1,-12,-8,-18,-5,-11,-31,-1.527,-1.142,-1.303,-1.582,-1.435,-1.134,-1.036,-0.972,-0.941,-1.467,-2.173,-1.904,-1.298
"28",2011,"PI","s748",10,6,5,3,3,12.1376257,10.6463051,8.96500015,7.98374939,7.67000532,7.30673218,7.27499962,9.12833309,9.84630871,10.291666,11.1449995,11.6792612,8.749880473,11.03864223,10.58297698,7.65349563,-2.17,-2.02,-1.9,-1.82,-1.62,-1.79,-1.72,-1.27,-1.05,-0.83,-0.87,-1.15,-1.5175,82,190,-6,-41,-39,-159,-22,-11,-123,1,5,17,16,18,6,51,-10,-3,49,-59,68,36,-103,1,-12,-8,-18,-5,-11,-31,-1.527,-1.142,-1.303,-1.582,-1.435,-1.134,-1.036,-0.972,-0.941,-1.467,-2.173,-1.904,-1.298
"29",2011,"PI","s749",10,10,7,7,5,12.1376257,10.6463051,8.96500015,7.98374939,7.67000532,7.30673218,7.27499962,9.12833309,9.84630871,10.291666,11.1449995,11.6792612,8.749880473,11.03864223,10.58297698,7.65349563,-2.17,-2.02,-1.9,-1.82,-1.62,-1.79,-1.72,-1.27,-1.05,-0.83,-0.87,-1.15,-1.5175,82,190,-6,-41,-39,-159,-22,-11,-123,1,5,17,16,18,6,51,-10,-3,49,-59,68,36,-103,1,-12,-8,-18,-5,-11,-31,-1.527,-1.142,-1.303,-1.582,-1.435,-1.134,-1.036,-0.972,-0.941,-1.467,-2.173,-1.904,-1.298
"30",2011,"PI","s750",9,9,7,7,6,12.1376257,10.6463051,8.96500015,7.98374939,7.67000532,7.30673218,7.27499962,9.12833309,9.84630871,10.291666,11.1449995,11.6792612,8.749880473,11.03864223,10.58297698,7.65349563,-2.17,-2.02,-1.9,-1.82,-1.62,-1.79,-1.72,-1.27,-1.05,-0.83,-0.87,-1.15,-1.5175,82,190,-6,-41,-39,-159,-22,-11,-123,1,5,17,16,18,6,51,-10,-3,49,-59,68,36,-103,1,-12,-8,-18,-5,-11,-31,-1.527,-1.142,-1.303,-1.582,-1.435,-1.134,-1.036,-0.972,-0.941,-1.467,-2.173,-1.904,-1.298
"31",2012,"DI","Boathouse",26,16,13,10,9,13.7079344,13.3122749,10.5126181,8.07432938,8.36662102,8.15324783,7.81388569,9.40061378,10.9012585,13.6950274,14.7617159,14.0471029,9.371919323,14.16794873,12.51094247,8.198066077,-1.36,-1.2,-1.23,-1.07,-0.68,-0.59,-0.42,-0.34,-0.28,0.31,-0.04,-0.31,-0.600833333,125,174,-5,-9,-48,-4,-77,-50,-57,-15,11,2,39,11,-4,52,-9,30,39,96,13,-3,-36,-15,-6,-23,6,-11,-21,-28,-1.845,-1.638,-2.567,-2.056,-1.593,-1.12,-1.188,-0.597,-1.634,-1.28,-1.788,-1.673,-1.7048
"32",2012,"DI","Catwalk.Salmon",7,6,5,3,2,13.7079344,13.3122749,10.5126181,8.07432938,8.36662102,8.15324783,7.81388569,9.40061378,10.9012585,13.6950274,14.7617159,14.0471029,9.371919323,14.16794873,12.51094247,8.198066077,-1.36,-1.2,-1.23,-1.07,-0.68,-0.59,-0.42,-0.34,-0.28,0.31,-0.04,-0.31,-0.600833333,125,174,-5,-9,-48,-4,-77,-50,-57,-15,11,2,39,11,-4,52,-9,30,39,96,13,-3,-36,-15,-6,-23,6,-11,-21,-28,-1.845,-1.638,-2.567,-2.056,-1.593,-1.12,-1.188,-0.597,-1.634,-1.28,-1.788,-1.673,-1.7048
"33",2012,"DI","Catwalk.Willow",13,3,3,3,3,13.7079344,13.3122749,10.5126181,8.07432938,8.36662102,8.15324783,7.81388569,9.40061378,10.9012585,13.6950274,14.7617159,14.0471029,9.371919323,14.16794873,12.51094247,8.198066077,-1.36,-1.2,-1.23,-1.07,-0.68,-0.59,-0.42,-0.34,-0.28,0.31,-0.04,-0.31,-0.600833333,125,174,-5,-9,-48,-4,-77,-50,-57,-15,11,2,39,11,-4,52,-9,30,39,96,13,-3,-36,-15,-6,-23,6,-11,-21,-28,-1.845,-1.638,-2.567,-2.056,-1.593,-1.12,-1.188,-0.597,-1.634,-1.28,-1.788,-1.673,-1.7048
"34",2012,"DI","Salmon.Sequel",9,8,7,7,7,13.7079344,13.3122749,10.5126181,8.07432938,8.36662102,8.15324783,7.81388569,9.40061378,10.9012585,13.6950274,14.7617159,14.0471029,9.371919323,14.16794873,12.51094247,8.198066077,-1.36,-1.2,-1.23,-1.07,-0.68,-0.59,-0.42,-0.34,-0.28,0.31,-0.04,-0.31,-0.600833333,125,174,-5,-9,-48,-4,-77,-50,-57,-15,11,2,39,11,-4,52,-9,30,39,96,13,-3,-36,-15,-6,-23,6,-11,-21,-28,-1.845,-1.638,-2.567,-2.056,-1.593,-1.12,-1.188,-0.597,-1.634,-1.28,-1.788,-1.673,-1.7048
"35",2012,"DI","SW.Point",22,14,12,10,10,13.7079344,13.3122749,10.5126181,8.07432938,8.36662102,8.15324783,7.81388569,9.40061378,10.9012585,13.6950274,14.7617159,14.0471029,9.371919323,14.16794873,12.51094247,8.198066077,-1.36,-1.2,-1.23,-1.07,-0.68,-0.59,-0.42,-0.34,-0.28,0.31,-0.04,-0.31,-0.600833333,125,174,-5,-9,-48,-4,-77,-50,-57,-15,11,2,39,11,-4,52,-9,30,39,96,13,-3,-36,-15,-6,-23,6,-11,-21,-28,-1.845,-1.638,-2.567,-2.056,-1.593,-1.12,-1.188,-0.597,-1.634,-1.28,-1.788,-1.673,-1.7048
"36",2012,"DI","Willow.Gully",11,9,8,7,7,13.7079344,13.3122749,10.5126181,8.07432938,8.36662102,8.15324783,7.81388569,9.40061378,10.9012585,13.6950274,14.7617159,14.0471029,9.371919323,14.16794873,12.51094247,8.198066077,-1.36,-1.2,-1.23,-1.07,-0.68,-0.59,-0.42,-0.34,-0.28,0.31,-0.04,-0.31,-0.600833333,125,174,-5,-9,-48,-4,-77,-50,-57,-15,11,2,39,11,-4,52,-9,30,39,96,13,-3,-36,-15,-6,-23,6,-11,-21,-28,-1.845,-1.638,-2.567,-2.056,-1.593,-1.12,-1.188,-0.597,-1.634,-1.28,-1.788,-1.673,-1.7048
"37",2012,"PI","s741",12,8,6,4,4,11.5735588,9.53592777,7.22913694,8.12829494,7.93875504,7.65250015,7.37498569,6.90509605,9.24993229,10.7849998,11.835,12.2349997,7.84333801,11.61833317,9.446207837,7.90651671,-1.36,-1.2,-1.23,-1.07,-0.68,-0.59,-0.42,-0.34,-0.28,0.31,-0.04,-0.31,-0.600833333,125,174,-5,-9,-48,-4,-77,-50,-57,-15,11,2,39,11,-4,52,-9,30,39,96,13,-3,-36,-15,-6,-23,6,-11,-21,-28,-1.845,-1.638,-2.567,-2.056,-1.593,-1.12,-1.188,-0.597,-1.634,-1.28,-1.788,-1.673,-1.7048
"38",2012,"PI","s742",10,7,7,6,6,11.5735588,9.53592777,7.22913694,8.12829494,7.93875504,7.65250015,7.37498569,6.90509605,9.24993229,10.7849998,11.835,12.2349997,7.84333801,11.61833317,9.446207837,7.90651671,-1.36,-1.2,-1.23,-1.07,-0.68,-0.59,-0.42,-0.34,-0.28,0.31,-0.04,-0.31,-0.600833333,125,174,-5,-9,-48,-4,-77,-50,-57,-15,11,2,39,11,-4,52,-9,30,39,96,13,-3,-36,-15,-6,-23,6,-11,-21,-28,-1.845,-1.638,-2.567,-2.056,-1.593,-1.12,-1.188,-0.597,-1.634,-1.28,-1.788,-1.673,-1.7048
"39",2012,"PI","s743",10,10,8,6,6,11.5735588,9.53592777,7.22913694,8.12829494,7.93875504,7.65250015,7.37498569,6.90509605,9.24993229,10.7849998,11.835,12.2349997,7.84333801,11.61833317,9.446207837,7.90651671,-1.36,-1.2,-1.23,-1.07,-0.68,-0.59,-0.42,-0.34,-0.28,0.31,-0.04,-0.31,-0.600833333,125,174,-5,-9,-48,-4,-77,-50,-57,-15,11,2,39,11,-4,52,-9,30,39,96,13,-3,-36,-15,-6,-23,6,-11,-21,-28,-1.845,-1.638,-2.567,-2.056,-1.593,-1.12,-1.188,-0.597,-1.634,-1.28,-1.788,-1.673,-1.7048
"40",2012,"PI","s744",12,11,10,9,9,11.5735588,9.53592777,7.22913694,8.12829494,7.93875504,7.65250015,7.37498569,6.90509605,9.24993229,10.7849998,11.835,12.2349997,7.84333801,11.61833317,9.446207837,7.90651671,-1.36,-1.2,-1.23,-1.07,-0.68,-0.59,-0.42,-0.34,-0.28,0.31,-0.04,-0.31,-0.600833333,125,174,-5,-9,-48,-4,-77,-50,-57,-15,11,2,39,11,-4,52,-9,30,39,96,13,-3,-36,-15,-6,-23,6,-11,-21,-28,-1.845,-1.638,-2.567,-2.056,-1.593,-1.12,-1.188,-0.597,-1.634,-1.28,-1.788,-1.673,-1.7048
